category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Genetic Information Processing,"Folding, sorting and degradation",hsa03060,Protein export,1/409,31/9500,0.03225806451612903,0.7492704471961511,-0.29657127458888755,0.7449818094260887,0.9761238383344254,0.885329135066642,IMMP2L,1
Genetic Information Processing,Chromosome,hsa03082,ATP-dependent chromatin remodeling,4/409,117/9500,0.03418803418803419,0.7940985936095961,-0.4753091279881656,0.7480688220272924,0.9761238383344254,0.885329135066642,GATAD2B/BAZ2B/SMARCC1/ARID1B,4
Metabolism,Carbohydrate metabolism,hsa00630,Glyoxylate and dicarboxylate metabolism,1/409,32/9500,0.03125,0.7258557457212714,-0.32947296295358136,0.7559969577991724,0.9761238383344254,0.885329135066642,PCCA,1
Human Diseases,Infectious disease: viral,hsa05164,Influenza A,6/409,173/9500,0.03468208092485549,0.8055740068120467,-0.5473954186024923,0.761311289905386,0.9761238383344254,0.885329135066642,PML/PRKCB/PRKCA/IFNAR1/TMPRSS2/EP300,6
Metabolism,Lipid metabolism,hsa00590,Arachidonic acid metabolism,2/409,63/9500,0.031746031746031744,0.7373772654946249,-0.4435886088950481,0.7613276429859915,0.9761238383344254,0.885329135066642,PLA2G6/TBXAS1,2
Human Diseases,Cancer: specific types,hsa05217,Basal cell carcinoma,2/409,63/9500,0.031746031746031744,0.7373772654946249,-0.4435886088950481,0.7613276429859915,0.9761238383344254,0.885329135066642,WNT3/POLK,2
Metabolism,Global and overview maps,hsa01210,2-Oxocarboxylic acid metabolism,1/409,33/9500,0.030303030303030304,0.7038601170630511,-0.3614451908718737,0.7665374356466733,0.9761238383344254,0.885329135066642,OGDHL,1
Metabolism,Lipid metabolism,hsa00140,Steroid hormone biosynthesis,2/409,64/9500,0.03125,0.7258557457212714,-0.4667345362303323,0.7689688658296081,0.9761238383344254,0.885329135066642,UGT1A8/COMT,2
Genetic Information Processing,Transcription,hsa03020,RNA polymerase,1/409,34/9500,0.029411764705882353,0.6831583489141378,-0.3925484304004989,0.776623649739893,0.9761238383344254,0.885329135066642,POLR1C,1
Human Diseases,Cancer: specific types,hsa05226,Gastric cancer,5/409,150/9500,0.03333333333333333,0.7742461287693562,-0.5911120319278219,0.7799140202112088,0.9761238383344254,0.885329135066642,WNT3/SMAD2/BCL2/POLK/TGFBR1,5
Human Diseases,Immune disease,hsa05321,Inflammatory bowel disease,2/409,66/9500,0.030303030303030304,0.7038601170630511,-0.5120539270081313,0.7836148950421529,0.9761238383344254,0.885329135066642,SMAD2/IL12RB1,2
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,7/409,205/9500,0.03414634146341464,0.7931301806905601,-0.6351029610290871,0.7858204437246408,0.9761238383344254,0.885329135066642,HLA-F/B2M/SIN3A/PLCG2/BCL2/IFNAR1/POLK,7
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,11/409,311/9500,0.03536977491961415,0.8215473392086415,-0.6786781471829199,0.7904557795534397,0.9761238383344254,0.885329135066642,SDHC/PSMA1/DNAH10/SIN3A/PIK3C3/EP300/PPARG/CLTB/MAP3K5/CREB5/CLTA,11
Metabolism,Carbohydrate metabolism,hsa00010,Glycolysis / Gluconeogenesis,2/409,67/9500,0.029850746268656716,0.6933547421815129,-0.5342487392000435,0.7906280783214781,0.9761238383344254,0.885329135066642,PFKP/ALDH2,2
Genetic Information Processing,Replication and repair,hsa03030,DNA replication,1/409,36/9500,0.027777777777777776,0.6452051073077967,-0.45236189323952297,0.7955105749328654,0.9761238383344254,0.885329135066642,RFC1,1
Metabolism,Metabolism of cofactors and vitamins,hsa00830,Retinol metabolism,2/409,68/9500,0.029411764705882353,0.6831583489141378,-0.5561469976503689,0.7974403435841533,0.9761238383344254,0.885329135066642,UGT1A8/ALDH1A1,2
Human Diseases,Cancer: specific types,hsa05221,Acute myeloid leukemia,2/409,68/9500,0.029411764705882353,0.6831583489141378,-0.5561469976503689,0.7974403435841533,0.9761238383344254,0.885329135066642,ZBTB16/PML,2
Metabolism,Amino acid metabolism,hsa00250,"Alanine, aspartate and glutamate metabolism",1/409,37/9500,0.02702702702702703,0.6277671314346132,-0.4811671060819824,0.8043478715149087,0.9761238383344254,0.885329135066642,IL4I1,1
Organismal Systems,Endocrine system,hsa04920,Adipocytokine signaling pathway,2/409,70/9500,0.02857142857142857,0.6636395389451625,-0.5990911191324919,0.8104791286434739,0.9761238383344254,0.885329135066642,LEPR/ADIPOR2,2
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,3/409,100/9500,0.03,0.6968215158924206,-0.6464414850906136,0.8111153267919846,0.9761238383344254,0.885329135066642,IL1R1/ITGA6/ITGA1,3
Human Diseases,Immune disease,hsa05340,Primary immunodeficiency,1/409,38/9500,0.02631578947368421,0.6112469437652812,-0.5092944127255689,0.8128041454819808,0.9761238383344254,0.885329135066642,AIRE,1
Environmental Information Processing,Signaling molecules and interaction,hsa04080,Neuroactive ligand-receptor interaction,13/409,370/9500,0.03513513513513514,0.8160972708649971,-0.7653294343371734,0.8131947915345935,0.9761238383344254,0.885329135066642,GABBR1/LEPR/LPAR3/F2/TRPV1/LYPD6B/LYPD6/GRM7/GRM1/OPRM1/GRM8/VIPR2/CHRNB3,13
Human Diseases,Cancer: overview,hsa05206,MicroRNAs in cancer,11/409,320/9500,0.034375,0.7984413202933985,-0.7779468424248893,0.8194234406169065,0.9761238383344254,0.885329135066642,UBE2I/PRKCB/PLCG2/WNT3/PRKCA/RPTOR/BCL2/BMPR2/HDAC4/EP300/ZFPM2,11
Cellular Processes,Cell growth and death,hsa04217,Necroptosis,5/409,159/9500,0.031446540880503145,0.7304208761975057,-0.7270811785302598,0.8208037665529828,0.9761238383344254,0.885329135066642,SQSTM1/BCL2/IFNAR1/PPIA/XIAP,5
Human Diseases,Infectious disease: viral,hsa05160,Hepatitis C,5/409,159/9500,0.031446540880503145,0.7304208761975057,-0.7270811785302598,0.8208037665529828,0.9761238383344254,0.885329135066642,YWHAE/SCARB1/IFNAR1/CLDN16/YWHAG,5
Human Diseases,Immune disease,hsa05330,Allograft rejection,1/409,39/9500,0.02564102564102564,0.5955739452071971,-0.5367816711709703,0.8208957862025335,0.9761238383344254,0.885329135066642,HLA-F,1
Organismal Systems,Immune system,hsa04622,RIG-I-like receptor signaling pathway,2/409,72/9500,0.027777777777777776,0.6452051073077967,-0.6409565496239366,0.8227652900196469,0.9761238383344254,0.885329135066642,TANK/DDX3X,2
Human Diseases,Infectious disease: parasitic,hsa05142,Chagas disease,3/409,103/9500,0.02912621359223301,0.6765257435848743,-0.7000974424030039,0.82663675926337,0.9761238383344254,0.885329135066642,GNAO1/SMAD2/TGFBR1,3
Human Diseases,Cancer: specific types,hsa05218,Melanoma,2/409,73/9500,0.0273972602739726,0.6363666811802927,-0.6615049756559869,0.8286367427013654,0.9761238383344254,0.885329135066642,IGF1R/POLK,2
Human Diseases,Cancer: specific types,hsa05219,Bladder cancer,1/409,41/9500,0.024390243902439025,0.5665215576361143,-0.5899722555902602,0.8360472389024215,0.9761238383344254,0.885329135066642,DAPK2,1
Cellular Processes,Transport and catabolism,hsa04137,Mitophagy - animal,3/409,105/9500,0.02857142857142857,0.6636395389451625,-0.7350992258391399,0.836368680070668,0.9761238383344254,0.885329135066642,SQSTM1/USP15/MAP1LC3A,3
Cellular Processes,Cell growth and death,hsa04216,Ferroptosis,1/409,42/9500,0.023809523809523808,0.5530329491209687,-0.615737024536347,0.8431364321880659,0.9761238383344254,0.885329135066642,MAP1LC3A,1
Metabolism,Lipid metabolism,hsa00071,Fatty acid degradation,1/409,43/9500,0.023255813953488372,0.5401717177460624,-0.6409851701016457,0.8499198112571165,0.9761238383344254,0.885329135066642,ALDH2,1
Human Diseases,Cancer: specific types,hsa05220,Chronic myeloid leukemia,2/409,77/9500,0.025974025974025976,0.6033086717683295,-0.7413072418572189,0.8504095225450293,0.9761238383344254,0.885329135066642,POLK/TGFBR1,2
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,4/409,138/9500,0.028985507246376812,0.673257503277701,-0.8200788604670158,0.8513187540488001,0.9761238383344254,0.885329135066642,SDHC/ATP12A/ATP6V0D1/ATP6V1C2,4
Organismal Systems,Endocrine system,hsa04910,Insulin signaling pathway,4/409,138/9500,0.028985507246376812,0.673257503277701,-0.8200788604670158,0.8513187540488001,0.9761238383344254,0.885329135066642,ACACA/SORBS1/TSC2/RPTOR,4
Organismal Systems,Immune system,hsa04613,Neutrophil extracellular trap formation,6/409,196/9500,0.030612244897959183,0.7110423631555312,-0.8670060553186685,0.8542180236354786,0.9761238383344254,0.885329135066642,VWF/PRKCB/PLCG2/PRKCA/HDAC4/HDAC9,6
Metabolism,Glycan biosynthesis and metabolism,hsa00513,Various types of N-glycan biosynthesis,1/409,44/9500,0.022727272727272728,0.5278950877972883,-0.6657419054283091,0.8564105374066184,0.9761238383344254,0.885329135066642,B4GALT1,1
Genetic Information Processing,Replication and repair,hsa03410,Base excision repair,1/409,44/9500,0.022727272727272728,0.5278950877972883,-0.6657419054283091,0.8564105374066184,0.9761238383344254,0.885329135066642,RFC1,1
Human Diseases,Endocrine and metabolic disease,hsa04940,Type I diabetes mellitus,1/409,44/9500,0.022727272727272728,0.5278950877972883,-0.6657419054283091,0.8564105374066184,0.9761238383344254,0.885329135066642,HLA-F,1
Organismal Systems,Excretory system,hsa04962,Vasopressin-regulated water reabsorption,1/409,44/9500,0.022727272727272728,0.5278950877972883,-0.6657419054283091,0.8564105374066184,0.9761238383344254,0.885329135066642,CREB5,1
Human Diseases,Immune disease,hsa05332,Graft-versus-host disease,1/409,45/9500,0.022222222222222223,0.5161640858462374,-0.6900306173909555,0.8626212068440859,0.9796912277729262,0.8885647017867654,HLA-F,1
Genetic Information Processing,"Folding, sorting and degradation",hsa03050,Proteasome,1/409,46/9500,0.021739130434782608,0.5049431274582757,-0.7138730382606713,0.8685638748928188,0.9823728804727385,0.8909969190649797,PSMA1,1
Human Diseases,Endocrine and metabolic disease,hsa04936,Alcoholic liver disease,4/409,144/9500,0.027777777777777776,0.6452051073077967,-0.9099305953726529,0.8732850133450683,0.9823728804727385,0.8909969190649797,ACACA/ADIPOR2/ALDH2/MAP3K5,4
Human Diseases,Endocrine and metabolic disease,hsa04930,Type II diabetes mellitus,1/409,47/9500,0.02127659574468085,0.4941996566612912,-0.737289397769493,0.8742500791628459,0.9823728804727385,0.8909969190649797,CACNA1C,1
Human Diseases,Substance dependence,hsa05030,Cocaine addiction,1/409,49/9500,0.02040816326530612,0.4740282421036874,-0.782918134627148,0.8848967903765156,0.985997203101807,0.8942841233031948,CREB5,1
Human Diseases,Cancer: specific types,hsa05224,Breast cancer,4/409,148/9500,0.02702702702702703,0.6277671314346132,-0.9680283953653864,0.8863269595822334,0.985997203101807,0.8942841233031948,IGF1R/WNT3/JAG1/POLK,4
Metabolism,Amino acid metabolism,hsa00330,Arginine and proline metabolism,1/409,50/9500,0.02,0.46454767726161367,-0.8051646024677371,0.8898779789000586,0.985997203101807,0.8942841233031948,ALDH2,1
Organismal Systems,Immune system,hsa04672,Intestinal immune network for IgA production,1/409,50/9500,0.02,0.46454767726161367,-0.8051646024677371,0.8898779789000586,0.985997203101807,0.8942841233031948,IL15RA,1
Human Diseases,Infectious disease: bacterial,hsa05152,Tuberculosis,5/409,182/9500,0.027472527472527472,0.6381149412934254,-1.0455378570989027,0.8979797357302981,0.9915192915355375,0.899292571601249,ATP6V0D1/MRC2/PIK3C3/BCL2/EP300,5
Human Diseases,Immune disease,hsa05320,Autoimmune thyroid disease,1/409,54/9500,0.018518518518518517,0.4301367382051979,-0.8907141217006533,0.907742785235093,0.9921583506556381,0.8998721882808502,HLA-F,1
Organismal Systems,Immune system,hsa04658,Th1 and Th2 cell differentiation,2/409,93/9500,0.021505376344086023,0.49951363146410077,-1.0287335994863183,0.9144997113362869,0.9921583506556381,0.8998721882808502,IL12RB1/JAG1,2
Human Diseases,Infectious disease: bacterial,hsa05134,Legionellosis,1/409,56/9500,0.017857142857142856,0.4147747118407265,-0.9316094331700356,0.9155594720107163,0.9921583506556381,0.8998721882808502,RAB1B,1
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,8/409,278/9500,0.02877697841726619,0.6684139241174297,-1.190147786276709,0.9170437217280989,0.9921583506556381,0.8998721882808502,CACNA1C/SDHC/CACNA1S/RYR2/MCU/PSMA1/C9/CREB5,8
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,12/409,391/9500,0.030690537084398978,0.7128608858234481,-1.229816039418489,0.9184637170725056,0.9921583506556381,0.8998721882808502,CACNA1C/SDHC/CACNA1S/MCU/PSMA1/NAE1/WNT3/PIK3C3/RTN4/BACE2/TPTEP2-CSNK1E/MAP3K5,12
Metabolism,Global and overview maps,hsa01212,Fatty acid metabolism,1/409,57/9500,0.017543859649122806,0.40749796251018744,-0.9516276453971534,0.9192164156731069,0.9921583506556381,0.8998721882808502,ACACA,1
Human Diseases,Immune disease,hsa05323,Rheumatoid arthritis,2/409,95/9500,0.021052631578947368,0.4889975550122249,-1.0616959233164658,0.9203984699478402,0.9921583506556381,0.8998721882808502,ATP6V0D1/ATP6V1C2,2
Human Diseases,Cancer: specific types,hsa05213,Endometrial cancer,1/409,59/9500,0.01694915254237288,0.3936844722556048,-0.9908558245214796,0.9260631014146611,0.994892115708994,0.9023516706529772,POLK,1
Environmental Information Processing,Signaling molecules and interaction,hsa04061,Viral protein interaction with cytokine and cytokine receptor,2/409,100/9500,0.02,0.46454767726161367,-1.1416990744745517,0.9335146605025313,0.9964264281475929,0.903743268164318,IL20RB/IL6ST,2
Genetic Information Processing,Replication and repair,hsa03420,Nucleotide excision repair,1/409,63/9500,0.015873015873015872,0.36868863274731245,-1.0663301168753876,0.9380683782193504,0.9964264281475929,0.903743268164318,RFC1,1
Cellular Processes,Cell growth and death,hsa04210,Apoptosis,3/409,137/9500,0.021897810218978103,0.5086288437170954,-1.228732089538968,0.9386437006500823,0.9964264281475929,0.903743268164318,BCL2/MAP3K5/XIAP,3
Human Diseases,Immune disease,hsa05322,Systemic lupus erythematosus,3/409,144/9500,0.020833333333333332,0.48390383048084756,-1.3236145854205186,0.9510838477851146,0.9964264281475929,0.903743268164318,RO60/ACTN4/C9,3
Organismal Systems,Immune system,hsa04620,Toll-like receptor signaling pathway,2/409,109/9500,0.01834862385321101,0.42619052959781073,-1.277967499979544,0.9521316491493396,0.9964264281475929,0.903743268164318,TOLLIP/IFNAR1,2
Organismal Systems,Endocrine system,hsa04917,Prolactin signaling pathway,1/409,71/9500,0.014084507042253521,0.3271462515926857,-1.2070125941552217,0.9565575002494346,0.9964264281475929,0.903743268164318,SOCS7,1
Human Diseases,Cancer: overview,hsa05204,Chemical carcinogenesis - DNA adducts,1/409,71/9500,0.014084507042253521,0.3271462515926857,-1.2070125941552217,0.9565575002494346,0.9964264281475929,0.903743268164318,UGT1A8,1
Human Diseases,Cancer: overview,hsa05230,Central carbon metabolism in cancer,1/409,71/9500,0.014084507042253521,0.3271462515926857,-1.2070125941552217,0.9565575002494346,0.9964264281475929,0.903743268164318,PFKP,1
Metabolism,Xenobiotics biodegradation and metabolism,hsa00982,Drug metabolism - cytochrome P450,1/409,73/9500,0.0136986301369863,0.31818334059014636,-1.2403294454664202,0.960244746949882,0.9964264281475929,0.903743268164318,UGT1A8,1
Genetic Information Processing,"Folding, sorting and degradation",hsa03018,RNA degradation,1/409,78/9500,0.01282051282051282,0.29778697260359854,-1.3208071235372345,0.9681538276829489,0.9964264281475929,0.903743268164318,PFKP,1
Human Diseases,Infectious disease: bacterial,hsa05133,Pertussis,1/409,78/9500,0.01282051282051282,0.29778697260359854,-1.3208071235372345,0.9681538276829489,0.9964264281475929,0.903743268164318,NOD1,1
Metabolism,Xenobiotics biodegradation and metabolism,hsa00980,Metabolism of xenobiotics by cytochrome P450,1/409,79/9500,0.012658227848101266,0.29401751725418585,-1.3364531468018654,0.9695362395358118,0.9964264281475929,0.903743268164318,UGT1A8,1
Human Diseases,Infectious disease: parasitic,hsa05140,Leishmaniasis,1/409,79/9500,0.012658227848101266,0.29401751725418585,-1.3364531468018654,0.9695362395358118,0.9964264281475929,0.903743268164318,PRKCB,1
Metabolism,Xenobiotics biodegradation and metabolism,hsa00983,Drug metabolism - other enzymes,1/409,81/9500,0.012345679012345678,0.2867578254701319,-1.3673254436139013,0.9721240435072692,0.9964264281475929,0.903743268164318,UGT1A8,1
Cellular Processes,Transport and catabolism,hsa04146,Peroxisome,1/409,83/9500,0.012048192771084338,0.2798479983503697,-1.3976605339665162,0.974492513062583,0.9964264281475929,0.903743268164318,SLC27A2,1
Human Diseases,Infectious disease: viral,hsa05162,Measles,2/409,139/9500,0.014388489208633094,0.33420696205871486,-1.6771823985373715,0.9845190047701615,0.9999976026624922,0.9069822678898473,BCL2/IFNAR1,2
Organismal Systems,Immune system,hsa04657,IL-17 signaling pathway,1/409,95/9500,0.010526315789473684,0.24449877750611246,-1.5696844033721908,0.9850335416308769,0.9999976026624922,0.9069822678898473,MUC5B,1
Organismal Systems,Immune system,hsa04625,C-type lectin receptor signaling pathway,1/409,105/9500,0.009523809523809525,0.2212131796483875,-1.702000249788164,0.9904075184683664,0.9999976026624922,0.9069822678898473,PLCG2,1
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,3/409,227/9500,0.013215859030837005,0.3069698307896126,-2.241556595467284,0.9973266016138358,0.9999976026624922,0.9069822678898473,SDHC/PLD1/MAP3K5,3
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,4/409,271/9500,0.014760147601476014,0.34283961421521303,-2.327949030040352,0.9976903077405073,0.9999976026624922,0.9069822678898473,SDHC/MCU/PSMA1/MAP3K5,4
Genetic Information Processing,Transcription,hsa03040,Spliceosome,2/409,242/9500,0.008264462809917356,0.19196185010810482,-2.700696174887131,0.999749007140005,0.9999976026624922,0.9069822678898473,DDX42/DHX15,2
Organismal Systems,Sensory system,hsa04740,Olfactory transduction,4/409,454/9500,0.00881057268722467,0.20464655385974176,-3.6834482342210926,0.9999976026624922,0.9999976026624922,0.9069822678898473,GNB1/PRKG1/GNG7/OR1I1,4
