"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SNX27",0.303074648406192,-0.544189243313119,0.135,0.103,1
"ARFGAP3",0.303769961474519,-0.384181099097452,0.17,0.131,1
"MYL6B",0.304035700424741,-0.382439529402586,0.135,0.103,1
"PRKCSH",0.30458653942654,-0.308310920133096,0.327,0.26,1
"CUL4B",0.304610915461729,-0.25116471912179,0.292,0.236,1
"ITM2A",0.305808210198137,-0.79961724754929,0.304,0.312,1
"MAZ",0.306262420635005,-0.592679495500907,0.187,0.143,1
"PANK2",0.306277196522317,-0.509804321919727,0.152,0.115,1
"PSMD14",0.306676392815434,-0.286313287517933,0.246,0.194,1
"UAP1",0.307847738287698,-1.34863076600864,0.099,0.119,1
"UBXN8",0.308167131429455,-0.803260812178297,0.117,0.14,1
"PCYT1A",0.308192613292806,-0.333369137351754,0.129,0.099,1
"TMEM60",0.308277343412985,-0.40156411861208,0.17,0.131,1
"GSTM3",0.308418008018396,-0.552654695025243,0.152,0.117,1
"MSN",0.308650870106352,-0.515455536900343,0.515,0.467,1
"FBXW11",0.308679415084273,-0.513106622715469,0.135,0.102,1
"PTPN1",0.308710320286557,-0.91312275653494,0.234,0.245,1
"ATXN7",0.308719884026554,-0.32904712591285,0.17,0.133,1
"EVI2B",0.310491183120563,-1.14957886693839,0.082,0.103,1
"C14orf142",0.310697443992929,-0.258697542318451,0.105,0.079,1
"TAF11",0.311258465287607,-0.515595664332097,0.228,0.176,1
"CHRAC1",0.311926117166838,-0.514486404017869,0.14,0.107,1
"AKAP9",0.313695201571832,-0.302591508498504,0.374,0.297,1
"ELOVL5",0.314183592618207,-0.365052264061131,0.327,0.256,1
"YY1",0.314905887362958,-0.37357286644691,0.351,0.273,1
"KLHL2",0.314919637635289,-1.38160639325368,0.082,0.102,1
"GAPVD1",0.315531359664752,-0.793408404135492,0.129,0.096,1
"MOB2",0.3155977820235,-0.327749439008313,0.193,0.152,1
"SCAMP3",0.315757351566455,-0.276289610428048,0.175,0.139,1
"DNAJB9",0.315919253587868,-0.328080640549192,0.357,0.284,1
"NIPA2",0.31614184525404,-0.287031866280257,0.135,0.104,1
"PLEKHB2",0.316485536667387,-0.745823900186725,0.24,0.251,1
"VAMP7",0.317162816474142,-0.362833290213935,0.158,0.123,1
"SNRPA1",0.317231729344974,-0.348028564122465,0.17,0.132,1
"HIPK3",0.317570293353679,-0.493496792045756,0.234,0.184,1
"GTF2H1",0.317702894818595,-1.13425091748948,0.088,0.109,1
"GATAD2A",0.317921323315635,-0.989658730240941,0.123,0.143,1
"BCL7B",0.318142119161088,-0.33430203047573,0.205,0.162,1
"LUC7L",0.318627513233546,-0.255036830587545,0.181,0.143,1
"APBB2",0.319056888077338,-0.36811436736271,0.205,0.16,1
"TLR4",0.319786966262262,-0.43429742715738,0.246,0.27,1
"LY6E",0.320887779560368,-0.323232510447242,0.637,0.569,1
"CSRNP1",0.321382768011764,-0.604642436314676,0.456,0.425,1
"RAMP3",0.32143030996692,-0.259835383713712,0.842,0.784,1
"MKKS",0.321481098961779,-0.38808653247654,0.257,0.204,1
"CLN5",0.322236526521432,-0.35199679234045,0.181,0.143,1
"C1QTNF1",0.322353839957926,-0.493059319806399,0.398,0.399,1
"ARIH1",0.323653580526576,-0.854460208478172,0.199,0.212,1
"ABCA1",0.323711672684874,-0.525279749042777,0.146,0.112,1
"ZNF518A",0.324134119075367,-0.326483763625159,0.129,0.099,1
"ATP10D",0.324692491085709,-0.265156415703404,0.135,0.104,1
"RB1",0.325102457944169,-0.427445953933442,0.251,0.201,1
"NDRG1",0.326091716812035,-1.20217858837086,0.269,0.266,1
"AMFR",0.327108297413093,-0.651370862241903,0.158,0.122,1
"ALOX5AP",0.327504042117659,-0.877630425985717,0.111,0.133,1
"OSER1",0.328413698319868,-0.434770199231982,0.193,0.152,1
"AQR",0.329579377651773,-0.393530270622457,0.105,0.079,1
"SPATA13",0.329593124464304,-1.18846207863398,0.094,0.113,1
"SPSB1",0.330408004669021,-0.476176232536842,0.123,0.094,1
"SFPQ",0.330455268737314,-0.409195651739393,0.661,0.567,1
"PDE4B",0.331078933466279,-0.776919891281766,0.211,0.226,1
"INO80C",0.331105965689655,-0.358701914920587,0.158,0.124,1
"PSIP1",0.331217353599941,-0.314005490154749,0.251,0.201,1
"RASSF3",0.331370523312301,-0.651739451708747,0.123,0.094,1
"ARRB1",0.331457222941118,-0.462593688853103,0.111,0.084,1
"TNFRSF10B",0.331998133851371,-1.27509712225367,0.175,0.187,1
"RAB8B",0.3333338193771,-0.79655408509367,0.246,0.256,1
"FAM84A",0.333595163937635,-1.26763379331913,0.088,0.107,1
"LRPPRC",0.333959922883505,-0.378189896429635,0.135,0.105,1
"GNAI3",0.334015495832956,-0.261357474914653,0.491,0.381,1
"HNRNPH1",0.334030004414381,-0.510532680317871,0.731,0.622,1
"NUAK1",0.334092621356473,-0.341172624714033,0.287,0.231,1
"PTGS2",0.335075564206817,-0.83158419048984,0.082,0.103,1
"NUDT4",0.336331891989753,-0.495915823462775,0.228,0.179,1
"SMG7",0.336793311469447,-1.30282495499771,0.088,0.107,1
"PGM5",0.337374191971062,-0.576282105586276,0.146,0.169,1
"CHM",0.337462770230942,-0.581521119007879,0.135,0.103,1
"FAM120AOS",0.338958617472874,-0.55163706835282,0.135,0.103,1
"FARP1",0.339057022504441,-0.557937733330941,0.135,0.104,1
"MGST2",0.339585292581054,-0.36030700439617,0.813,0.705,1
"LAMTOR3",0.339787078696312,-0.258264940375552,0.187,0.151,1
"CYCS",0.340660117294878,-0.474909294293894,0.696,0.577,1
"SSFA2",0.340744696240037,-0.734146325477719,0.152,0.116,1
"BLOC1S6",0.341445131250157,-0.816472207491847,0.199,0.215,1
"TAOK2",0.3423915406884,-0.301824849634588,0.175,0.139,1
"PPP3R1",0.342911230790277,-0.597463833966026,0.181,0.141,1
"IRF9",0.343414888904708,-0.366746225195658,0.129,0.1,1
"CSRP2",0.343920649787015,-0.461313422765699,0.105,0.08,1
"ARHGEF3",0.344132557425719,-0.412403815046458,0.105,0.08,1
"UBR1",0.34454841484645,-0.30897779208641,0.152,0.119,1
"AMZ2",0.345903162119919,-0.262917744601431,0.111,0.086,1
"MMRN1",0.346052335063488,-0.752602295452527,0.187,0.208,1
"WAC",0.346246546649481,-0.363285747930569,0.427,0.332,1
"ESYT2",0.346632236746658,-0.614283232739065,0.129,0.099,1
"DNAJC2",0.346647811499405,-0.430504859071701,0.146,0.114,1
"GABPB1",0.347177727844989,-0.307965110845368,0.199,0.159,1
"METTL21A",0.347317282909235,-0.283310068520191,0.152,0.122,1
"PRICKLE2",0.349684672846836,-0.809665963446343,0.082,0.103,1
"SNN",0.349685796978692,-0.388700699425989,0.193,0.153,1
"GANAB",0.350472828688045,-0.521871129878745,0.216,0.171,1
"NFKB2",0.350730994978291,-1.15721275880432,0.094,0.112,1
"SLC18B1",0.351342958548523,-0.364245396858538,0.164,0.13,1
"PMP22",0.35182541906354,-0.404822972114907,0.199,0.158,1
"BAZ1A",0.352106293974828,-0.656920345852609,0.316,0.315,1
"VMA21",0.352961648271481,-0.491841485432022,0.175,0.139,1
"TSN",0.353128364035813,-0.670497083960643,0.38,0.366,1
"DDX18",0.354729688249546,-0.337882841773399,0.509,0.391,1
"MAPRE1",0.35589053940911,-0.281825915021705,0.357,0.289,1
"XIAP",0.356278917526499,-0.281586563755347,0.287,0.232,1
"LYZ",0.357317117975419,0.44288272270316,0.24,0.204,1
"BAZ2A",0.357761484675932,-0.399959011568662,0.181,0.143,1
"ZNF330",0.357971927661724,-0.473581270486984,0.187,0.149,1
"CEP170",0.359802882166851,-1.05275975475412,0.117,0.135,1
"AKAP13",0.359855332299279,-0.545718612595516,0.456,0.42,1
"DDX3Y",0.360250414042187,-0.407617545519528,0.316,0.251,1
"BCL2A1",0.360665004392712,-1.15377437143252,0.082,0.102,1
"CTGF",0.361096918130787,-0.739295150539482,0.14,0.111,1
"CEACAM1",0.361243048340465,-0.552885639516856,0.187,0.206,1
"CNOT4",0.361561516871665,-0.275144348267538,0.211,0.169,1
"RNF103",0.362770598882864,-0.587499534974091,0.146,0.115,1
"POLR2M",0.362829334443443,-0.2530782804644,0.117,0.091,1
"KLF3",0.363400004727477,-0.462566021627295,0.368,0.282,1
"SMAD2",0.363721752505953,-0.369532248770332,0.205,0.163,1
"SLC30A9",0.364705662197298,-0.329287088077892,0.111,0.087,1
"ZMYND8",0.364788063631357,-0.308441291166162,0.181,0.147,1
"AMD1",0.365694431491583,-0.93877513885229,0.31,0.298,1
"TMEM248",0.366172192335652,-0.269688159012114,0.363,0.289,1
"SIAH1",0.366933354950641,-0.487127017693626,0.164,0.13,1
"EHD4",0.368205312797995,-0.342153441269474,0.281,0.224,1
"SF1",0.368784772971421,-0.296812063248203,0.55,0.415,1
"TDG",0.369241453726906,-0.488031030091903,0.175,0.139,1
"EIF4EBP2",0.369958078571409,-0.320181380761865,0.269,0.217,1
"ABTB1",0.37056911815536,-0.288167373405031,0.117,0.092,1
"SMAD5",0.371175724656345,-0.567240043776495,0.199,0.157,1
"SLC20A1",0.371661937890641,-0.884882063024899,0.257,0.26,1
"ZNF451",0.371755639634759,-0.768748666877181,0.322,0.314,1
"SPPL2A",0.371908508730486,-0.422853652392591,0.292,0.233,1
"RAB9A",0.371954368339651,-0.489717647521109,0.164,0.13,1
"SYCE1L",0.372248163398118,-1.28525353971019,0.094,0.11,1
"ANKRD36C",0.372625857795234,-0.328807773070278,0.111,0.087,1
"BBX",0.372646193271299,-0.276272953078459,0.287,0.232,1
"JDP2",0.372772728658443,-1.13870688946446,0.111,0.128,1
"ROMO1",0.372784548550582,-0.375742923412733,0.702,0.611,1
"HNRNPDL",0.372921108933855,-0.443154612575794,0.602,0.527,1
"RNF38",0.373136010869011,-0.502745703354736,0.135,0.105,1
"SASH1",0.373651579387058,-0.254288850969889,0.357,0.296,1
"CENPC",0.374025867557278,-0.341766911735872,0.117,0.092,1
"ATAD1",0.374390557680841,-0.279630675315103,0.146,0.116,1
"MEF2A",0.374582441629973,-0.320867166849625,0.222,0.179,1
"VOPP1",0.374773231134676,-0.332353264438022,0.263,0.211,1
"MXD1",0.375586704364149,-0.974872642000973,0.088,0.107,1
"SLFN11",0.375913465778451,-0.963355167249,0.082,0.1,1
"RAC2",0.376770897400736,-1.19170520771083,0.099,0.116,1
"USP12",0.377651734299006,-0.699223589236281,0.111,0.085,1
"UBE2Q1",0.378086469698418,-0.323455668462575,0.146,0.117,1
"TARS",0.379152885897072,-0.322964739437491,0.146,0.116,1
"VEZF1",0.380674707622641,-0.49638662825546,0.14,0.111,1
"SURF4",0.380701665696603,-0.429864181932059,0.31,0.245,1
"NXT1",0.380778896875721,-0.699778804893934,0.181,0.197,1
"KDM7A",0.380969546174937,-0.318207257447668,0.129,0.103,1
"TSPYL2",0.381135448211486,-0.43024618962467,0.269,0.214,1
"PHLDA1",0.382018590081748,-0.840152510634843,0.234,0.241,1
"EDN1",0.382601546461739,-1.07114557698155,0.117,0.135,1
"CD44",0.383046779455601,-0.722793626508505,0.14,0.159,1
"TRIB2",0.384298893318184,-0.826647388920697,0.181,0.195,1
"SMAP2",0.384413211664533,-0.357063727138386,0.327,0.261,1
"GOLPH3",0.384439756732739,-0.80104862459821,0.257,0.264,1
"CRTAP",0.384785097879668,-0.363425663420437,0.398,0.318,1
"HSPA4",0.385410125852046,-0.367044384383759,0.211,0.169,1
"MAP4K4",0.38617791520948,-0.315158528202757,0.31,0.25,1
"SIK2",0.386265425599331,-1.21289507488058,0.117,0.132,1
"TSSC4",0.386717560906383,-0.55418372007582,0.257,0.201,1
"NKIRAS1",0.386849685828623,-0.414060954071598,0.088,0.109,1
"FBXL17",0.387015957886643,-0.363489694607764,0.111,0.087,1
"CHIC2",0.389216868668477,-0.427379321861511,0.409,0.32,1
"PLCG1",0.389586860771467,-0.354264789481277,0.111,0.087,1
"EPHB4",0.391041921215932,-0.869603281679527,0.205,0.212,1
"CWC25",0.394310902801009,-0.526294453495957,0.199,0.159,1
"PHF10",0.394445283841844,-0.838203322025905,0.181,0.196,1
"ARHGEF1",0.394840308981507,-0.581315195547656,0.164,0.129,1
"CREBRF",0.394884421994644,-0.603103553907018,0.292,0.292,1
"SZRD1",0.394925885850879,-0.721946307646737,0.181,0.196,1
"RBBP6",0.394957798987489,-0.653330416782808,0.345,0.332,1
"ZMAT3",0.396153097630019,-0.790814999799154,0.199,0.212,1
"COX7A1",0.396457746918604,-0.467696387575575,0.591,0.523,1
"GLMP",0.396853328748584,-0.335962427622338,0.205,0.167,1
"MAPRE2",0.396861319855411,-0.336965750838107,0.316,0.259,1
"CDC42EP3",0.398671403361986,-0.272825249314514,0.456,0.36,1
"HLA-F",0.399610033698218,-0.251496269955643,0.509,0.401,1
"SNX1",0.401276353270456,-0.415277646730541,0.181,0.144,1
"WDR26",0.402124340029919,-0.742996445098299,0.24,0.245,1
"ARAP2",0.403140319556524,-1.06560920019381,0.111,0.127,1
"SOCS2",0.403900297322855,-0.702898694077858,0.532,0.481,1
"TMX3",0.404062118156514,-0.344151284606467,0.14,0.113,1
"TRIM38",0.404074577553095,-0.446111036210523,0.158,0.127,1
"FES",0.404632992204417,-0.313923177317523,0.17,0.139,1
"HEXIM1",0.405055476768836,-0.538578151606879,0.228,0.186,1
"PAM",0.405978997623099,-0.314392517589921,0.181,0.203,1
"MAPK3",0.40629388575179,-0.42851434848766,0.222,0.179,1
"RBM4",0.407067866664466,-1.03107039028139,0.094,0.11,1
"GRK5",0.407471556818677,-0.251091944000448,0.129,0.103,1
"SRP54",0.407819188935967,-0.273436177302237,0.234,0.194,1
"MAT2B",0.407934670664357,-0.364515017532987,0.251,0.207,1
"AFF4",0.409009255375824,-0.591610734346177,0.45,0.407,1
"TBXA2R",0.409354663886647,-0.408127103603483,0.175,0.143,1
"NXPE3",0.409830074952816,-0.743493041303432,0.222,0.23,1
"ARL13B",0.410829263322406,-0.290686036912471,0.164,0.135,1
"HNRNPF",0.41118673637694,-0.436665082365844,0.626,0.518,1
"SESN3",0.411309057101184,-0.903188420791797,0.105,0.122,1
"ERGIC1",0.412272504497805,-0.369721048586073,0.216,0.174,1
"RYBP",0.413110352494737,-0.699730006621307,0.263,0.267,1
"NFE2L1",0.41336872477791,-0.254262468325999,0.357,0.292,1
"FUT11",0.413423425222868,-0.650852051639624,0.193,0.152,1
"APH1B",0.416334321469511,-0.355278331376762,0.117,0.094,1
"JKAMP",0.416383467317497,-0.592662742756827,0.175,0.14,1
"ARF6",0.417827450806066,-0.598778960054448,0.497,0.444,1
"SECISBP2",0.419597280262099,-0.25088815937151,0.199,0.163,1
"TUBA1C",0.419647136195205,-0.710494599409381,0.175,0.188,1
"MAFK",0.42060308892919,-1.12696099625062,0.117,0.131,1
"CDV3",0.420977369849245,-0.254794061590119,0.269,0.224,1
"CD164",0.422590569846369,-0.445020604114777,0.561,0.488,1
"RPN1",0.423152607930914,-0.297032619893898,0.497,0.39,1
"BCL2L1",0.42325521678595,-1.06734525788928,0.146,0.157,1
"POLR2B",0.425785070202689,-0.311885109674312,0.146,0.119,1
"CNOT8",0.426748670143669,-0.930976057936346,0.129,0.143,1
"DAZAP2",0.426921083470077,-0.375576470565034,0.696,0.575,1
"GMFB",0.427060631361858,-0.81483198944364,0.105,0.123,1
"LATS2",0.427541254640242,-0.313076723494516,0.164,0.135,1
"TM2D1",0.428140049290388,-0.290410360578293,0.327,0.268,1
"PRRC2A",0.428617353376285,-0.430695209366761,0.175,0.143,1
"MTRF1L",0.428994693663632,-0.438190897719293,0.386,0.306,1
"BMPR2",0.431757639592076,-0.479023011126727,0.287,0.3,1
"TBC1D9",0.431907142055554,-0.701827451369987,0.193,0.206,1
"DCAF13",0.432130558646456,-0.435577561811385,0.152,0.123,1
"SOCS1",0.432923522986597,-0.63835517767698,0.187,0.203,1
"IFIT3",0.432930163958743,-0.389833797949484,0.228,0.195,1
"AAK1",0.433287834571875,-0.642018626036494,0.234,0.242,1
"RLF",0.433564140715352,-0.315584696443814,0.129,0.104,1
"PNRC1",0.433617102925005,-0.293495236181418,0.854,0.717,1
"MCAM",0.434828313862167,-0.358150434370741,0.275,0.228,1
"JOSD1",0.43673978918067,-0.939117701316081,0.129,0.143,1
"NOVA1",0.437365215421912,-0.955747791128214,0.088,0.104,1
"LCP2",0.437674015446043,-0.672207516483141,0.158,0.175,1
"PRKCH",0.438235256334002,-0.26266862972608,0.304,0.253,1
"LCMT1",0.438937632853074,-0.548591836269385,0.117,0.093,1
"TMC6",0.438981369791689,-0.319211897904344,0.152,0.125,1
"PRKAA1",0.439523452855714,-0.479836024983714,0.181,0.147,1
"MNAT1",0.44029161482978,-0.387797369679259,0.105,0.084,1
"CCT4",0.440326905880624,-0.357452491250442,0.462,0.361,1
"ATF3",0.440361941395426,-0.421892948061557,0.596,0.541,1
"ZFP91",0.440686923671845,-0.897486715433021,0.094,0.11,1
"HGSNAT",0.440976863917715,-0.576349300319357,0.164,0.131,1
"CDK11B",0.441176622307143,-0.495808904628468,0.181,0.147,1
"SP1",0.442392082580729,-1.00179063211273,0.088,0.103,1
"MEF2C",0.442560385263305,-0.347166660774507,0.667,0.595,1
"NDUFS4",0.442576806728427,-0.255442510002728,0.404,0.327,1
"PXN",0.443124429343352,-0.586749258829653,0.257,0.266,1
"SUPT6H",0.443882776346603,-0.808015807984838,0.14,0.111,1
"EHD1",0.443962806492004,-1.02313195976632,0.094,0.108,1
"RCHY1",0.446679928060785,-0.513889968331102,0.17,0.138,1
"DCTN6",0.446779037274917,-0.260731305222044,0.374,0.304,1
"PELI1",0.447179930497992,-0.871847674032517,0.38,0.348,1
"PBX1",0.447845595630743,-0.459811806500762,0.129,0.104,1
"POLDIP3",0.448209483161148,-0.634914693103482,0.117,0.093,1
"TMCO3",0.448312538955586,-0.519980400360352,0.193,0.156,1
"ELK4",0.450147208413325,-0.4754859747558,0.175,0.141,1
"POLR2A",0.450265468742611,-0.668995567800571,0.234,0.184,1
"UBXN2A",0.450290115337335,-0.394588939499643,0.111,0.089,1
"SMC4",0.45041322583027,-0.413520272800395,0.263,0.215,1
"ABHD17B",0.450845993312553,-0.813543050578055,0.14,0.155,1
"UBE2W",0.452305312966285,-0.601328433903461,0.164,0.132,1
"PPA1",0.452479798958582,-0.428531556433398,0.228,0.188,1
"USP7",0.453688908971513,-0.525955978708569,0.14,0.114,1
"ERO1A",0.454102599585453,-0.715941240442744,0.175,0.14,1
"CREBBP",0.455212874242251,-1.10923444782739,0.117,0.129,1
"N4BP2L1",0.456316871334385,-0.388435884983789,0.187,0.155,1
"HIC1",0.457147764292953,-0.648321615232377,0.123,0.099,1
"EIF3B",0.458532476464818,-0.788030652905708,0.152,0.166,1
"MAN2A1",0.458560470344409,-0.649001169509468,0.152,0.123,1
"STX16",0.459851241754603,-0.592130839326249,0.175,0.141,1
"MED28",0.460847160453659,-0.468942633966453,0.275,0.222,1
"ANGPT2",0.461094018035053,-0.771701003314606,0.275,0.222,1
"PTPRB",0.461925255949966,-0.264728457332442,0.772,0.657,1
"SRRT",0.462317001885808,-0.31124049491163,0.123,0.101,1
"VPS37A",0.463438048928622,-0.46312612187838,0.263,0.216,1
"NUP98",0.463462453746064,-1.04965550118377,0.099,0.113,1
"RBM22",0.463722213875811,-0.288432037080937,0.175,0.147,1
"FAM133B",0.465121021117033,-0.547616030789628,0.497,0.444,1
"PCF11",0.465404882164288,-0.301907363001731,0.257,0.215,1
"KANSL1",0.465981757246688,-0.516461749734436,0.146,0.12,1
"NFKBIZ",0.466110592589789,-0.438248605144745,0.544,0.486,1
"SNRK",0.466618174936685,-0.586935522118034,0.333,0.325,1
"CD53",0.466726001684056,-0.371795180914491,0.181,0.149,1
"DUSP4",0.467285856908907,-0.273664117486671,0.123,0.1,1
"PRKD3",0.467713692331611,-0.441635456486348,0.246,0.2,1
"R3HDM2",0.467801994815002,-0.428532431733172,0.17,0.139,1
"TUT1",0.468442733820007,-0.333453286129467,0.123,0.1,1
"PBXIP1",0.468716202598349,-0.395554577322957,0.146,0.119,1
"NR2F1-AS1",0.469373646389798,-0.846920878903395,0.14,0.154,1
"EMP2",0.469936612304471,-0.366755590412436,0.257,0.216,1
"FNBP4",0.470700511787652,-0.476372283792082,0.181,0.15,1
"CHD2",0.471015928718041,-0.914561394638625,0.181,0.188,1
"RGS2",0.471068193691468,-0.861373965699755,0.257,0.256,1
"ZNF664",0.471201206551142,-0.5133967179069,0.105,0.084,1
"LBH",0.471462078281542,-0.350831777528433,0.14,0.115,1
"YY1AP1",0.471540919685576,-0.872821247205731,0.094,0.108,1
"NT5E",0.471771299249903,-0.309968230579608,0.281,0.232,1
"UBE2M",0.472384238491152,-0.687345910966274,0.094,0.109,1
"KAZN",0.472610760837791,-0.634221150498145,0.099,0.115,1
"GLYR1",0.473476739859857,-0.970794968627101,0.105,0.119,1
"SNAP23",0.473549766036077,-0.340317138345588,0.444,0.36,1
"FBXO11",0.474245441603168,-0.682025308097694,0.193,0.156,1
"PRRC2B",0.475228788468086,-0.348128935686835,0.187,0.155,1
"KPNA1",0.475449152013934,-0.969325328975303,0.088,0.102,1
"MMP14",0.475481006290124,-0.732803530245949,0.205,0.214,1
"UBE2A",0.478310972175995,-0.335716925603362,0.333,0.272,1
"HYAL1",0.478804620718054,-0.405402943985867,0.222,0.185,1
"MAP3K3",0.478829636739865,-1.01520314257168,0.111,0.123,1
"MAPK1",0.479201735443853,-0.502449840592633,0.246,0.2,1
"HSPA6",0.479474629910839,-1.07389282060912,0.251,0.265,1
"RAB31",0.479760444184213,-0.555241302581736,0.211,0.174,1
"FAM177A1",0.479924080135841,-0.649817867285333,0.48,0.421,1
"PDZD8",0.480346997562585,-0.361780406473467,0.105,0.086,1
"CBFB",0.481125218462845,-0.452646403629898,0.129,0.106,1
"CHMP1A",0.481988315585936,-0.720833344915765,0.123,0.099,1
"KDM2A",0.482365141954312,-0.499616037107604,0.164,0.135,1
"MAPKAPK2",0.483304214877527,-0.920597697411644,0.158,0.167,1
"GFOD2",0.484715799361558,-0.696848999588007,0.175,0.185,1
"PRSS23",0.485886722599079,-0.335854392924303,0.602,0.543,1
"SH3BP2",0.488228238382978,-0.661439980703328,0.146,0.119,1
"RHOU",0.488984483062691,-0.677371217360032,0.211,0.218,1
"SNX18",0.490369286139803,-0.357992555316112,0.17,0.142,1
"PELO",0.490479537210474,-0.742963332086564,0.246,0.246,1
"GNG2",0.490893220365798,-0.899774888609225,0.105,0.118,1
"TRBC2",0.492824136621864,-0.795309806641501,0.135,0.147,1
"NFKBIB",0.493697316165497,-0.5298054973098,0.117,0.095,1
"RP11-483L5.1",0.494260668576256,-0.399720694445968,0.094,0.111,1
"HNRNPU",0.495469315979168,-0.350620127202508,0.602,0.526,1
"DDX42",0.495869907171263,-0.378834578703989,0.146,0.121,1
"RNF4",0.495909499451199,-0.654685576975878,0.199,0.163,1
"IPO7",0.497484378230804,-0.429296826253377,0.205,0.169,1
"CASP1",0.498549730876112,-0.326520722977893,0.216,0.182,1
"CDC42SE1",0.49903655531747,-0.668963141067654,0.351,0.339,1
"KHSRP",0.499487261473691,-0.410871233632512,0.17,0.14,1
"ADGRG1",0.500020176514086,-0.407749219643488,0.123,0.101,1
"RGS16",0.500617453114794,-0.627836173943881,0.193,0.159,1
"CPSF2",0.501111088066237,-0.361793301553009,0.105,0.087,1
"ARID1B",0.501826311602961,-0.508704000970124,0.146,0.121,1
"TRAPPC2P1",0.502625301610784,-0.616419746465777,0.345,0.283,1
"PHIP",0.503742438367115,-0.302078885960026,0.257,0.216,1
"IGF2R",0.50455332953508,-0.650787443756556,0.135,0.109,1
"RBMS3",0.504906181281622,-0.855655122239599,0.234,0.232,1
"ABLIM3",0.505874709389898,-0.802070203575099,0.111,0.125,1
"NPEPPS",0.505989609862298,-0.38517637779881,0.152,0.127,1
"ARID5B",0.507109058349693,-0.426461654672901,0.38,0.304,1
"SCAF11",0.507779346899788,-0.300531539075385,0.462,0.372,1
"GNB4",0.507841079046031,-0.760359924966429,0.216,0.223,1
"C2orf88",0.508241259824312,-0.266080421743818,0.287,0.245,1
"TXNRD1",0.508372801670441,-1.30492904893478,0.094,0.103,1
"MAP2K7",0.508602240723239,-0.458361123303937,0.105,0.086,1
"DIS3",0.508747998465406,-0.770867625116268,0.187,0.195,1
"NOP58",0.509009332830338,-0.783326934483353,0.199,0.203,1
"DYNLL2",0.509087806573086,-0.456935334630119,0.164,0.135,1
"CD46",0.509239057126525,-0.286246766831136,0.456,0.365,1
"CYBRD1",0.511348754220945,-0.72512758488843,0.111,0.125,1
"KDSR",0.511494909676502,-0.460967483823162,0.246,0.204,1
"GTF2A1",0.5121385682803,-0.394736447459639,0.117,0.096,1
"PAPD5",0.512633736436457,-0.485647132898803,0.117,0.096,1
"SCN1B",0.513155952656013,-0.415665148979589,0.135,0.111,1
"HNRNPA1L2",0.514753555298523,-0.568733861339553,0.164,0.175,1
"ITPR1",0.515042357330159,-0.8001170402105,0.292,0.28,1
"CTNNB1",0.51642581170106,-0.305680968225655,0.585,0.49,1
"PPP4R1",0.517877198460811,-0.270339766327016,0.105,0.087,1
"TXNDC15",0.518295134123308,-0.389350847316082,0.193,0.162,1
"FKBP11",0.518328589752372,-0.80221184217756,0.292,0.28,1
"PEA15",0.519278882319435,-0.470501198935893,0.409,0.383,1
"MRPL18",0.519288256103287,-0.825267654679179,0.327,0.305,1
"SFT2D1",0.520478795008099,-0.302458421613901,0.38,0.317,1
"BTN3A3",0.520668110863848,-0.416385649800605,0.164,0.136,1
"HNRNPUL2",0.520805904313766,-0.278066980684458,0.164,0.139,1
"TMEM242",0.521935149757396,-0.599492310788346,0.129,0.106,1
"ETV3",0.522047989119073,-0.842447189645541,0.105,0.117,1
"FAR1",0.523004999901114,-0.839993653567342,0.111,0.123,1
"ICAM3",0.524567362242436,-0.682487330881585,0.158,0.129,1
"NARF",0.525765799196508,-0.813454346084063,0.175,0.184,1
"LYAR",0.526241552773469,-0.879102000969099,0.117,0.127,1
"MT-ND6",0.526545963219823,-0.478689252179657,0.374,0.302,1
"LINC00657",0.527409765139421,-0.541842650611419,0.503,0.439,1
"WLS",0.527660318415212,-0.263224877998336,0.129,0.107,1
"ZNF90",0.528063402542967,-1.21463409187624,0.105,0.115,1
"NCSTN",0.528292966509168,-0.861205670122206,0.135,0.145,1
"PITPNB",0.529196520266721,-0.352850821168734,0.298,0.249,1
"RELN",0.529895834271496,-0.302416440476419,0.415,0.416,1
"WIPF2",0.53104943775979,-0.884368023967298,0.187,0.193,1
"RSRP1",0.531678216692312,-0.327021279578802,0.485,0.389,1
"RBM23",0.532311848976153,-0.322996048493769,0.205,0.174,1
"CASP7",0.532802974758971,-0.507917156971281,0.105,0.119,1
"PLEKHO2",0.532927539534976,-0.337890292735773,0.205,0.22,1
"DENND4A",0.533843447693666,-0.993760815798882,0.105,0.116,1
"ARHGEF12",0.53537249512558,-0.501361646491561,0.392,0.314,1
"MPHOSPH6",0.535669375901614,-0.270104119597879,0.17,0.145,1
"STARD8",0.535898678206699,-0.826621608576535,0.152,0.16,1
"IREB2",0.536099590937687,-0.287443589990826,0.14,0.119,1
"EML3",0.536341867486269,-0.321786742609803,0.14,0.118,1
"ARMC8",0.539054299265815,-1.08474181366504,0.094,0.104,1
"PPP1R18",0.539653068357428,-0.359526580385862,0.205,0.175,1
"ERO1B",0.540774874846703,-0.71255567226585,0.14,0.116,1
"TNPO1",0.541783975208783,-0.388374435511009,0.263,0.22,1
"PLPP5",0.542352669044516,-0.843669298217732,0.117,0.127,1
"ADAM9",0.542988672538826,-0.386605403426058,0.17,0.143,1
"C15orf39",0.544554224376292,-0.926076485627482,0.094,0.104,1
